"Item Type","Product ID","Product Type","Product SKU","Bin Picking Number","GPS Global Trade Item Number","GPS Manufacturer Part Number","GPS Custom Item","GPS Gender","GPS Age Group","GPS Color","GPS Size","GPS Material","GPS Pattern","GPS Item Group ID","GPS Category","GPS Enabled","Name","Product URL","Redirect Old URL?","Brand","Option Set","Option Set Align","Brand + Name","Description","Price","Cost Price","Retail Price","Sale Price","Calculated Price","Fixed Shipping Price","Free Shipping","Warranty","Weight","Width","Height","Depth","Allow Purchases","Product Visible","Product Not Visible","Product Availability","Product Inventoried","Track Inventory","Stock Level","Low Stock Level","Date Added","Date Modified","Category String","Category Details","Product Files","Product Images","Event Date Required","Event Date Name","Event Date Is Limited","Event Date Start Date","Event Date End Date","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Sort Order","Product Tax Class","Avalara Product Tax Code","Product UPC/EAN","Product Custom Fields","Stop Processing Rules"
"Product",77,"P","PC-LIGHTUSB-M",,,,,,,,,,,,,0,"iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger (Mercury)","/iphone-5-portable-car-charger-8pin-usb-lightning-charger-mercury/",,"GOOSPERY","Colours - 8Pin USB Lightning Charger","Right","GOOSPERY  iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger (Mercury)","<p><span>This iPhone 5 Portable Car Charger is high quality OEM Mercury Goospery micro 8pin 5V 1.2A car charger. It charges your device in your car by using cigarette lighter outlet. This product is compact, easy carrying and a fast speed charger.</span></p> <p><span><span>1) Stable power supply to charge fully (5V, 1.2A)&nbsp;</span><br /><span>2) Compact charger, easy carrying and fast speed charging&nbsp;</span><br /><span>3) Pretty and cute appearance design</span><br /><span>4) Cable length: approximately 1M&nbsp;</span><br /><span>5) Available Colour : Pink/Yellow/Mint</span><br /><span>6) Compatibility: iPhone 5, iPhone 5S, iPhone 5C</span><br /><span>7) Material: PC/ABS(Polycarbonate/Acrylonitrile Butadiene Styrene)</span></span></p> <p>&nbsp;</p>",25,0,0,0,25,0,0,,0,0,0,0,1,0,1,,1,"by option",300,30,08/15/14,10/01/15,"Accessories/Chargers","Category ID: 27, Category Name: Chargers, Category Path: Accessories/Chargers",,"Product Image ID: 320, Product Image File: 8_pin_car_charger_mint_1__22840.jpg, Product Image Path: m/114/8_pin_car_charger_mint_1__22840.jpg, Product Image URL: http://www.happytel.com/product_images/m/114/8_pin_car_charger_mint_1__22840.jpg, Product Image Description: iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger Mint (Mercury), Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 321, Product Image File: 8_pin_car_charger_pink_1__38734.jpg, Product Image Path: v/792/8_pin_car_charger_pink_1__38734.jpg, Product Image URL: http://www.happytel.com/product_images/v/792/8_pin_car_charger_pink_1__38734.jpg, Product Image Description: iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger Pink (Mercury), Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 322, Product Image File: 8_pin_car_charger_yellowk_1_1__32742.jpg, Product Image Path: w/917/8_pin_car_charger_yellowk_1_1__32742.jpg, Product Image URL: http://www.happytel.com/product_images/w/917/8_pin_car_charger_yellowk_1_1__32742.jpg, Product Image Description: iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger Yellow (Mercury), Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 323, Product Image File: 8_pin_car_charger_2__14299.jpg, Product Image Path: x/233/8_pin_car_charger_2__14299.jpg, Product Image URL: http://www.happytel.com/product_images/x/233/8_pin_car_charger_2__14299.jpg, Product Image Description: iPhone 5 Portable Car Charger - 8Pin USB Lightning Charger (Mercury), Product Image Is Thumbnail: 1, Product Image Index: 0",0,,0,0,0,,,,,,,,"New",0,"Default Tax Class",,,,0
"  SKU",1362,,"PC-LIGHTUSB-M-MINT",,,,,,,,,,,,,,"[CS]Colours PC-LIGHTUSB-M=Mint:#68f7fc",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1363,,"PC-LIGHTUSB-M-PK",,,,,,,,,,,,,,"[CS]Colours PC-LIGHTUSB-M=Pink:#ff308d",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1364,,"PC-LIGHTUSB-M-YEL",,,,,,,,,,,,,,"[CS]Colours PC-LIGHTUSB-M=Yellow:#f5dd3d",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"Product",79,"P","HC-G900-77",,,,,,,,,,,,,0,"Galaxy S5 - OtterBox Defender Whisper","/galaxy-s5-otterbox-defender-whisper/",,"OTTERBOX","Colours - Galaxy S5 OtterBox Defender","Right","OTTERBOX  Galaxy S5 - OtterBox Defender Whisper","<p><span>- The Defender Series Samsung GALAXY S5 case delivers rugged protection in color combinations you create.</span><br /><span>- Multi-layer, custom GALAXY S5 case readies your new phone for heavy use and potential mishaps.</span><br /><span>- This is the rugged GALAXY S5 case that lets you use your high-end device in demanding conditions and rough environments without worry.</span><br /><span>- Wrap your GALAXY S5 with trusted OtterBox protection, and enjoy using it everywhere.</span></p>",59.95,0,0,0,59.95,0,0,,10,0,0,0,1,1,0,,1,"by option",400,40,08/18/14,09/28/15,"PHONE CASES;PHONE CASES/Samsung/Galaxy S5","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 238, Category Name: Galaxy S5, Category Path: PHONE CASES/Samsung/Galaxy S5",,"Product Image ID: 275, Product Image File: otterbox_defender_case_black_1__70539.jpg, Product Image Path: r/129/otterbox_defender_case_black_1__70539.jpg, Product Image URL: http://www.happytel.com/product_images/r/129/otterbox_defender_case_black_1__70539.jpg, Product Image Description: Samsung Galaxy S5 Cases Covers - Genuine OtterBox Defender Whisper Black, Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 277, Product Image File: otterbox_pink__37868.jpg, Product Image Path: z/096/otterbox_pink__37868.jpg, Product Image URL: http://www.happytel.com/product_images/z/096/otterbox_pink__37868.jpg, Product Image Description: Samsung Galaxy S5 Cases Covers - Genuine OtterBox Defender Whisper Citron Pink, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 279, Product Image File: otterbox_defender_case_aqua_blue_light_teal_1__94342.jpg, Product Image Path: j/752/otterbox_defender_case_aqua_blue_light_teal_1__94342.jpg, Product Image URL: http://www.happytel.com/product_images/j/752/otterbox_defender_case_aqua_blue_light_teal_1__94342.jpg, Product Image Description: Samsung Galaxy S5 Cases Covers - Genuine OtterBox Defender Whisper Aqua Blue & Light Teal, Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 272, Product Image File: otterbox_defender_case_citron_green_slate_grey_1__68237.jpg, Product Image Path: q/725/otterbox_defender_case_citron_green_slate_grey_1__68237.jpg, Product Image URL: http://www.happytel.com/product_images/q/725/otterbox_defender_case_citron_green_slate_grey_1__68237.jpg, Product Image Description: Samsung Galaxy S5 Cases Covers - Genuine OtterBox Defender Whisper Citron Green & Slate Grey, Product Image Is Thumbnail: 1, Product Image Index: 2",0,"Delivery Date",0,0,0,,,,,,,,"New",0,"Default Tax Class",,,"""Style=Hard Case"";Function=Protective",0
"  SKU",1349,,"HC-G900-77-38796",,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Black:#050505",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1350,,"HC-G900-77-39170",,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Citron Green & Slate Grey:#bff54c|#5c585c",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1351,,"HC-G900-77-39166",,,,,,,,,,,,,,"[CS]Colours HC-G900-77=White / Blaze Pink:#ffffff|#e83c6d",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1352,,"HC-G900-77-39168",,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Aqua Blue & Light Teal:#40dbdb",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",288,,,,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Black:#050505",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 288_source_1409287067.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/288_source_1409287067.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",289,,,,,,,,,,,,,,,,"[CS]Colours HC-G900-77=White / Blaze Pink:#ffffff|#e83c6d",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 289_source_1409287077.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/289_source_1409287077.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",290,,,,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Aqua Blue & Light Teal:#40dbdb",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 290_source_1409287091.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/290_source_1409287091.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"  Rule",291,,,,,,,,,,,,,,,,"[CS]Colours HC-G900-77=Citron Green & Slate Grey:#bff54c|#5c585c",,,,,,,,,,,,,,,,,,,,1,"Y",,,,,,,,,,,,"Product Image ID: , Product Image File: , Product Image Path: 291_source_1409287104.jpg, Product Image URL: http://cdn3.bigcommerce.com/s-aq6l83/product_images/attribute_rule_images/291_source_1409287104.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: ",,,,,,,,,,,,,,,,,,,0
"Product",80,"P","LC-4S-MSG",,,,,,,,,,,,,0,"iPhone 4 / 4S - MSG Diary Case","/iphone-4-4s-msg-diary-case/",,"MSG","Colours - iPhone 4 / 4S MSG","Right","MSG  iPhone 4 / 4S - MSG Diary Case","<p>MSG's ""Diary"" offers practicality and functionality with its wallet design and durable build. The card holders and storage slots allow users to easily store all their essentials in one convenient, protective case. With a range of different colours, the ""Diary"" is a fashionable case for any environment</p> <p>- 3 Card holder slots for convenient access<br />- in-built storage slots for cash and other daily essentials<br />- Magnetic latch to ensure a snug fit and to keep all your items safe<br />- Jelly holder makes it easy to install/remove phone whilst offering scratch protection</p>",35,0,35,0,35,0,0,,10,0,0,0,1,1,0,,1,"by option",500,50,08/18/14,01/12/16,"PHONE CASES;PHONE CASES/iPhone;PHONE CASES/iPhone/iPhone 4 ^ 4S","Category ID: 219, Category Name: PHONE CASES, Category Path: PHONE CASES|Category ID: 220, Category Name: iPhone, Category Path: PHONE CASES/iPhone|Category ID: 233, Category Name: iPhone 4 / 4S, Category Path: PHONE CASES/iPhone/iPhone 4 ^ 4S",,"Product Image ID: 284, Product Image File: c4_msg_or1__52173.jpg, Product Image Path: y/257/c4_msg_or1__52173.jpg, Product Image URL: http://www.happytel.com/product_images/y/257/c4_msg_or1__52173.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Black(Orange), Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 286, Product Image File: c4_msg_pk1__63171.jpg, Product Image Path: c/096/c4_msg_pk1__63171.jpg, Product Image URL: http://www.happytel.com/product_images/c/096/c4_msg_pk1__63171.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 5|Product Image ID: 287, Product Image File: c4_msg_or__54546.jpg, Product Image Path: o/530/c4_msg_or__54546.jpg, Product Image URL: http://www.happytel.com/product_images/o/530/c4_msg_or__54546.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Black(Orange), Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 288, Product Image File: c4_msg_pk__64838.jpg, Product Image Path: f/328/c4_msg_pk__64838.jpg, Product Image URL: http://www.happytel.com/product_images/f/328/c4_msg_pk__64838.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Black(Pink), Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 289, Product Image File: c4_msg_bk__76423.jpg, Product Image Path: n/066/c4_msg_bk__76423.jpg, Product Image URL: http://www.happytel.com/product_images/n/066/c4_msg_bk__76423.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Black(Black), Product Image Is Thumbnail: 0, Product Image Index: 0|Product Image ID: 290, Product Image File: c4_msg_bk1__21407.jpg, Product Image Path: e/073/c4_msg_bk1__21407.jpg, Product Image URL: http://www.happytel.com/product_images/e/073/c4_msg_bk1__21407.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 292, Product Image File: c4_msg_rd__10440.jpg, Product Image Path: g/169/c4_msg_rd__10440.jpg, Product Image URL: http://www.happytel.com/product_images/g/169/c4_msg_rd__10440.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Red(Black), Product Image Is Thumbnail: 0, Product Image Index: 8|Product Image ID: 293, Product Image File: c4_msg_rd1__45526.jpg, Product Image Path: v/849/c4_msg_rd1__45526.jpg, Product Image URL: http://www.happytel.com/product_images/v/849/c4_msg_rd1__45526.jpg, Product Image Description: iPhone 4 / 4S Case - MSG Red(Black), Product Image Is Thumbnail: 0, Product Image Index: 9|Product Image ID: 295, Product Image File: c4_msg_gr1_1__07076.png, Product Image Path: q/900/c4_msg_gr1_1__07076.png, Product Image URL: http://www.happytel.com/product_images/q/900/c4_msg_gr1_1__07076.png, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 7|Product Image ID: 294, Product Image File: c4_msg_gr__56154.png, Product Image Path: o/151/c4_msg_gr__56154.png, Product Image URL: http://www.happytel.com/product_images/o/151/c4_msg_gr__56154.png, Product Image Description: iPhone 4 / 4S Case - MSG Black(Green), Product Image Is Thumbnail: 1, Product Image Index: 6",0,"Delivery Date",0,0,0,,"iPhone 4 / 4S - MSG Diary Case","iPhone 4 cases, iPhone 4S cases, MSG, diary cases, functional cases, card holder ",,,,,"New",5,"Default Tax Class",,,,0
"  SKU",1353,,"LC-4S-MSG-BKBK",,,,,,,,,,,,,,"[CS]Colours LC-4S-MSG=Black:#000000",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1354,,"LC-4S-MSG-BKGN",,,,,,,,,,,,,,"[CS]Colours LC-4S-MSG=Black(Green):#000000|#75f011",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1355,,"LC-4S-MSG-BKLPK",,,,,,,,,,,,,,"[CS]Colours LC-4S-MSG=Black(Pink):#000000|#fa57d9",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1356,,"LC-4S-MSG-RDBK",,,,,,,,,,,,,,"[CS]Colours LC-4S-MSG=Red(Black):#fc0000|#000000",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1357,,"LC-4S-MSG-BKOR",,,,,,,,,,,,,,"[CS]Colours LC-4S-MSG=Black(Orange):#000000|#f75f0d",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"Product",82,"P","SP-ONEM8",,,,,,,,,,,,,0,"HTC ONE M8 Screen Protector","/htc-one-m8-screen-protector/",,,"Screen Protector Options","Right"," HTC ONE M8 Screen Protector","<p><span style=""color: blue; font-size: small;"">&nbsp; &nbsp;<span style=""color: #000000;"">* HTC ONE M8 Screen Protector <strong>Matte</strong></span></span><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Anti-glare<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-fingerprint<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Anti-scratch<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Transparent with clarity loss<br /><br /><br /><span style=""font-size: small;"">&nbsp;&nbsp; *&nbsp;HTC ONE M8 Screen Protector <strong>Clear</strong></span><br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pros:<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Brighter and sharper colours<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Anti-scratch<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 3. Transparent with no clarity loss<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cons:<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 1. Reflective/Glare<br />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 2. Fingerprint</p>",10,0,0,0,10,0,0,,0.01,0,0,0,1,1,0,,1,"by option",200,20,08/18/14,10/04/15,"Accessories/Screen Protectors/HTC","Category ID: 58, Category Name: HTC, Category Path: Accessories/Screen Protectors/HTC",,"Product Image ID: 324, Product Image File: htc_m8_screen_protector_clear__02322.jpg, Product Image Path: f/603/htc_m8_screen_protector_clear__02322.jpg, Product Image URL: http://www.happytel.com/product_images/f/603/htc_m8_screen_protector_clear__02322.jpg, Product Image Description: HTC ONE M8 Screen Protector Clear, Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 325, Product Image File: htc_m8_screen_protector_matte__17421.jpg, Product Image Path: b/077/htc_m8_screen_protector_matte__17421.jpg, Product Image URL: http://www.happytel.com/product_images/b/077/htc_m8_screen_protector_matte__17421.jpg, Product Image Description: HTC ONE M8 Screen Protector Matte, Product Image Is Thumbnail: 1, Product Image Index: 0",0,"Delivery Date",0,0,0,,"HTC ONE M8 Screen Protector","ONE M8 screen protector, HTC ONE M8 screen protector, ONE M8 film, HTC ONE M8 film, protective, film, clear, matte, transparent,",,,,,"New",0,"Default Tax Class",,,,0
"  SKU",1365,,"SP-ONEM8-MA",,,,,,,,,,,,,,"[RB]Options=Matte",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",1366,,"SP-ONEM8-CL",,,,,,,,,,,,,,"[RB]Options=Clear",,,,,,,,,0,,,,,,,,,,,,,,,,,100,10,,,,,,,,,,,,,,,,,,,,,,,,,
"Product",83,"P","TRC-ADT",,,,,,,,,,,,,0,"Oscar - ACMA Approved USB Charger for use in Australia for all devices","/oscar-acma-approved-usb-charger-for-use-in-australia-for-all-devices/",,"OSCAR",,"Right","OSCAR  Oscar - ACMA Approved USB Charger for use in Australia for all devices","<p><span>This travel Charger/USB Adapter is small and lightweight for convenient portability and storage.</span></p> <p><span><span>-&nbsp;</span><span style=""color: red;""><strong>Safety : Approved USB Charger for use in Australia</strong></span><strong><br />- The Australian Communications and Media Authority(ACMA) compliance</strong><br /><span>- Regulatory Compliance Mark (RCM)</span><br /><span>- Complies with AS/NZS CISPR 22:2009+A1:2010</span><br /><span>- Meets the ACMA&rsquo;s EMC compliance requirements</span><br /><span>-&nbsp;</span><a href=""https://myhappytel.files.wordpress.com/2014/06/ctk1.pdf"">A copy of recognised Australian Certificate of Approval</a><span>&nbsp;is available&nbsp;</span><br /><span>- A quick charge to keep your devices running.</span><br /><span>- Quickly get a full charge when your smart phone battery is running low.</span><br /><span>- A Smarty Travel Charger features innovative "" high-output"" technology</span><br /><span>&nbsp;&nbsp;that will give your smart phone a quick charge.</span><br /><span>- 2.0A fast charging system for quick power.</span><br /><span>- Improved conversion efficiency, so more power reaches your device.</span><br /><span>- Compatibility : All Devices</span><br /><span>- 1 Year Warranty</span></span></p> <p>&nbsp;</p>",23,0,0,0,23,0,0,,20,0,0,0,1,0,1,,1,"by product",98,10,08/18/14,12/03/15,"Accessories/Cable ^ Adapter","Category ID: 85, Category Name: Cable / Adapter, Category Path: Accessories/Cable ^ Adapter",,"Product Image ID: 327, Product Image File: _mg_0447__83468.jpg, Product Image Path: m/016/_mg_0447__83468.jpg, Product Image URL: http://www.happytel.com/product_images/m/016/_mg_0447__83468.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 1|Product Image ID: 328, Product Image File: _mg_0445__68080.jpg, Product Image Path: v/628/_mg_0445__68080.jpg, Product Image URL: http://www.happytel.com/product_images/v/628/_mg_0445__68080.jpg, Product Image Description: Oscar - ACMA Approved USB Charger for use in Australia for all devices, Product Image Is Thumbnail: 0, Product Image Index: 2|Product Image ID: 329, Product Image File: _mg_0439__24312.jpg, Product Image Path: s/308/_mg_0439__24312.jpg, Product Image URL: http://www.happytel.com/product_images/s/308/_mg_0439__24312.jpg, Product Image Description: , Product Image Is Thumbnail: 0, Product Image Index: 3|Product Image ID: 330, Product Image File: _mg_0446__40951.jpg, Product Image Path: p/722/_mg_0446__40951.jpg, Product Image URL: http://www.happytel.com/product_images/p/722/_mg_0446__40951.jpg, Product Image Description: Oscar - ACMA Approved USB Charger for use in Australia for all devices, Product Image Is Thumbnail: 0, Product Image Index: 4|Product Image ID: 326, Product Image File: oscar_usb_adapter__65409.jpg, Product Image Path: w/009/oscar_usb_adapter__65409.jpg, Product Image URL: http://www.happytel.com/product_images/w/009/oscar_usb_adapter__65409.jpg, Product Image Description: Oscar - ACMA Approved USB Charger for use in Australia for all devices, Product Image Is Thumbnail: 1, Product Image Index: 0",0,"Delivery Date",0,0,0,,,,,,,,"New",1,"Default Tax Class",,,,0
